episode_id,t,s_indoor,s_outdoor,s_tod,s_occ,s_price,action,reward,s2_indoor,s2_outdoor,s2_tod,s2_occ,s2_price,done
1,46,17.184973,11.222593,10.5,0.0,0.75719273,0,-4.145515441894531,17.230558,11.276891,10.75,5.0,0.7535798,0
1,47,17.230558,11.276891,10.75,5.0,0.7535798,1,-4.2230024337768555,16.906319,11.24816,11.0,7.0,0.7932127,0
1,48,16.906319,11.24816,11.0,7.0,0.7932127,2,-5.117873191833496,17.1784,11.1306505,11.25,12.0,0.7962732,0
1,49,17.1784,11.1306505,11.25,12.0,0.7962732,1,-4.235841274261475,16.899721,11.01504,11.5,16.0,0.8556228,0
1,50,16.899721,11.01504,11.5,16.0,0.8556228,1,-4.487524509429932,16.643286,10.970731,11.75,16.0,0.8081036,0
1,51,16.643286,10.970731,11.75,16.0,0.8081036,2,-5.271365165710449,17.007803,10.965731,12.0,15.0,0.7791679,0
1,52,17.007803,10.965731,12.0,15.0,0.7791679,2,-4.778359413146973,17.423075,10.651285,12.25,11.0,0.70143425,0
1,53,17.423075,10.651285,12.25,11.0,0.70143425,1,-4.062561988830566,17.051014,10.669843,12.5,10.0,0.6357617,0
1,54,17.051014,10.669843,12.5,10.0,0.6357617,0,-4.330287933349609,17.015875,10.648684,12.75,6.0,0.65387607,0
1,55,17.015875,10.648684,12.75,6.0,0.65387607,0,-4.379291534423828,16.959063,10.744724,13.0,4.0,0.6278469,0
1,56,16.959063,10.744724,13.0,4.0,0.6278469,2,-4.842406272888184,17.342987,10.748197,13.25,2.0,0.6853932,0
1,57,17.342987,10.748197,13.25,2.0,0.6853932,1,-4.101032257080078,17.020184,10.721156,13.5,6.0,0.7121584,0
1,58,17.020184,10.721156,13.5,6.0,0.7121584,0,-4.458670139312744,16.919123,10.591211,13.75,8.0,0.7593092,0
1,59,16.919123,10.591211,13.75,8.0,0.7593092,2,-4.982754707336426,17.223272,10.438845,14.0,5.0,0.7060268,0
1,60,17.223272,10.438845,14.0,5.0,0.7060268,0,-4.201624393463135,17.16599,10.594762,14.25,4.0,0.72538364,0
1,61,17.16599,10.594762,14.25,4.0,0.72538364,1,-4.307338237762451,16.816515,10.502101,14.5,9.0,0.7385311,0
1,62,16.816515,10.502101,14.5,9.0,0.7385311,2,-5.090322494506836,17.183886,10.604135,14.75,11.0,0.77420807,0
1,63,17.183886,10.604135,14.75,11.0,0.77420807,1,-4.297471523284912,16.834513,10.749155,15.0,14.0,0.81984043,0
1,64,16.834513,10.749155,15.0,14.0,0.81984043,1,-4.5749735832214355,16.558422,10.773582,15.25,13.0,0.83395696,0
1,65,16.558422,10.773582,15.25,13.0,0.83395696,0,-4.85206937789917,16.532656,10.692348,15.5,11.0,0.7824174,0
1,66,16.532656,10.692348,15.5,11.0,0.7824174,1,-4.838510036468506,16.298086,10.51265,15.75,7.0,0.8659631,0
1,67,16.298086,10.51265,15.75,7.0,0.8659631,0,-5.093758583068848,16.340033,10.695788,16.0,6.0,0.9459713,0
1,68,16.340033,10.695788,16.0,6.0,0.9459713,0,-5.111136436462402,16.338863,10.814023,16.25,2.0,1.0,0
1,69,16.338863,10.814023,16.25,2.0,1.0,2,-5.687337875366211,16.812662,10.905537,16.5,3.0,1.0,0
1,70,16.812662,10.905537,16.5,3.0,1.0,0,-4.6784467697143555,16.771553,11.012197,16.75,4.0,1.0,0
1,71,16.771553,11.012197,16.75,4.0,1.0,2,-5.271661281585693,17.208626,10.972606,17.0,0.0,0.9802871,0
1,72,17.208626,10.972606,17.0,0.0,0.9802871,1,-4.329012393951416,16.818651,11.05824,17.25,0.0,0.976638,0
1,73,16.818651,11.05824,17.25,0.0,0.976638,0,-4.609965801239014,16.797964,11.139089,17.5,5.0,0.85976636,0
1,74,16.797964,11.139089,17.5,5.0,0.85976636,1,-4.558816909790039,16.57669,11.093241,17.75,9.0,0.8550753,0
1,75,16.57669,11.093241,17.75,9.0,0.8550753,2,-5.282098293304443,17.021883,11.007443,18.0,7.0,0.80398136,0
1,76,17.021883,11.007443,18.0,7.0,0.80398136,0,-4.356945991516113,17.026535,11.047828,18.25,12.0,0.7782697,0
1,77,17.026535,11.047828,18.25,12.0,0.7782697,2,-5.031655788421631,17.367664,11.019749,18.5,10.0,0.89932007,0
